horizon_days,target,cell,algorithm,n_train_cells,n_train,n_test,RMSE,MAE,R2,NSE,KGE
1,smlt_mm,22,XGBoost,81,1567350,4018,1.1959437280576968,0.4552411735057831,0.9279396533966064,0.92793965,0.9162545740302007
1,smlt_mm,23,XGBoost,81,1567350,4018,1.1427465591829515,0.42002981901168823,0.9311080574989319,0.93110806,0.8796627665100836
1,smlt_mm,24,XGBoost,81,1567350,4018,0.9901235544767015,0.36176809668540955,0.930575430393219,0.93057543,0.8777545666100504
1,smlt_mm,25,XGBoost,81,1567350,4018,0.9013156070188791,0.3308061361312866,0.9098818302154541,0.90988183,0.879581194087724
1,smlt_mm,26,XGBoost,81,1567350,4018,1.0968160434104621,0.4117276668548584,0.94061279296875,0.9406128,0.9158611364445401
1,smlt_mm,27,XGBoost,81,1567350,4018,1.1459603094780586,0.4404686987400055,0.9300205707550049,0.9300206,0.9440316554639235
1,smlt_mm,28,XGBoost,81,1567350,4018,1.178317708411391,0.4473249316215515,0.9289789199829102,0.9289789,0.9449935855767325
1,smlt_mm,29,XGBoost,81,1567350,4018,1.1174468159660917,0.40883979201316833,0.9393898844718933,0.9393899,0.880222369135938
1,smlt_mm,30,XGBoost,81,1567350,4018,1.0100814945088918,0.3886411488056183,0.9418430328369141,0.94184303,0.9525371641396522
1,smlt_mm,31,XGBoost,81,1567350,4018,1.031476371657233,0.38980624079704285,0.9446439146995544,0.9446439,0.9513022295752099
1,smlt_mm,32,XGBoost,81,1567350,4018,1.0008331047161603,0.388916015625,0.9385270476341248,0.93852705,0.9464029108320058
1,smlt_mm,33,XGBoost,81,1567350,4018,0.9875267073484344,0.37584853172302246,0.9399698376655579,0.93996984,0.9280364549166853
1,smlt_mm,34,XGBoost,81,1567350,4018,1.0883871209102849,0.39662232995033264,0.9385986328125,0.93859863,0.8828024093964942
1,smlt_mm,35,XGBoost,81,1567350,4018,1.0563960047827228,0.38842064142227173,0.9390029907226562,0.939003,0.9134465296984967
1,smlt_mm,36,XGBoost,81,1567350,4018,1.0149530975892882,0.3829065263271332,0.9368937611579895,0.93689376,0.9096444287656651
1,smlt_mm,37,XGBoost,81,1567350,4018,1.0435194069154885,0.3844864070415497,0.9328823089599609,0.9328823,0.8856530240524616
1,smlt_mm,38,XGBoost,81,1567350,4018,0.956438651829983,0.3503388464450836,0.9333562850952148,0.9333563,0.8651780415576165
1,smlt_mm,39,XGBoost,81,1567350,4018,1.1815323709128813,0.4522631764411926,0.9375913143157959,0.9375913,0.9553104971093942
1,smlt_mm,40,XGBoost,81,1567350,4018,1.2557758404372101,0.4832679331302643,0.9358319044113159,0.9358319,0.9286383824144523
1,smlt_mm,41,XGBoost,81,1567350,4018,1.2787080996930382,0.49890613555908203,0.9264124035835266,0.9264124,0.9184877547131002
1,smlt_mm,42,XGBoost,81,1567350,4018,1.1333729377072332,0.4395939111709595,0.9400687217712402,0.9400687,0.9473972874304486
1,smlt_mm,43,XGBoost,81,1567350,4018,1.0842345352881897,0.3887365460395813,0.949344277381897,0.9493443,0.9460753154032435
1,smlt_mm,44,XGBoost,81,1567350,4018,1.2330171867218498,0.42971786856651306,0.9400384426116943,0.94003844,0.8687307179541732
1,smlt_mm,45,XGBoost,81,1567350,4018,1.3228530367870217,0.46196088194847107,0.9317377209663391,0.9317377,0.8451665819372784
